original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom,genus,species,gbif_key,family
Colchicum laetum,2739818,,Colchicum laetum Steven,Plantae,Colchicum,Colchicum laetum,2739818,Colchicaceae
Conocephalum japonicum,2688560,12226933,Conocephalum japonicum (Thunb.) Grolle,Plantae,Sandea,Sandea japonica,12226933,Conocephalaceae
Cordylanthus kingii,5414568,,Cordylanthus kingii S.Watson,Plantae,Cordylanthus,Cordylanthus kingii,5414568,Orobanchaceae
Crataegus laevigata,8252683,,Crataegus laevigata (Poir.) DC.,Plantae,Crataegus,Crataegus laevigata,8252683,Rosaceae
Croton cumingii,3057966,3057960,Croton cumingii Müll.Arg.,Plantae,Croton,Croton cascarilloides,3057960,Euphorbiaceae
Disynaphia halimifolia,3142344,,Disynaphia halimifolia (DC.) R.M.King & H.Rob.,Plantae,Disynaphia,Disynaphia halimifolia,3142344,Asteraceae
Doodia picta,5353688,2956572,Doodia picta Roxb.,Plantae,Uraria,Uraria picta,2956572,Fabaceae
Eragrostis viscosa,2705441,,Eragrostis viscosa (Retz.) Trin.,Plantae,Eragrostis,Eragrostis viscosa,2705441,Poaceae
Forsteronia refracta,7316893,,Forsteronia refracta Müll.Arg.,Plantae,Forsteronia,Forsteronia refracta,7316893,Apocynaceae
Fridericia chica,7669080,,Fridericia chica (Bonpl.) L.G.Lohmann,Plantae,Fridericia,Fridericia chica,7669080,Bignoniaceae
Grewia mollis,4261595,,Grewia mollis Juss.,Plantae,Grewia,Grewia mollis,4261595,Malvaceae
Gymnocarpium robertianum,2650841,,Gymnocarpium robertianum (Hoffm.) Newman,Plantae,Gymnocarpium,Gymnocarpium robertianum,2650841,Cystopteridaceae
Heliotropium floridum,7295319,,Heliotropium floridum (A.DC.) Clos,Plantae,Heliotropium,Heliotropium floridum,7295319,Heliotropiaceae
Heterotheca grandiflora,5401996,,Heterotheca grandiflora Nutt.,Plantae,Heterotheca,Heterotheca grandiflora,5401996,Asteraceae
Hovenia acerba,7273758,,Hovenia acerba Lindl.,Plantae,Hovenia,Hovenia acerba,7273758,Rhamnaceae
Inula britannica,7502456,,"Inula britannica M.Bieb., 1808",Plantae,Inula,Inula britannica,7502456,Asteraceae
Juglans nigra,3054357,,Juglans nigra L.,Plantae,Juglans,Juglans nigra,3054357,Juglandaceae
Kaempferia marginata,7466313,,Kaempferia marginata Carey,Plantae,Kaempferia,Kaempferia marginata,7466313,Zingiberaceae
Kaunia saltensis,3140614,,Kaunia saltensis (Hieron.) R.M.King & H.Rob.,Plantae,Kaunia,Kaunia saltensis,3140614,Asteraceae
Macrozamia macdonnellii,2683589,,Macrozamia macdonnellii (F.Muell. ex Miq.) A.DC.,Plantae,Macrozamia,Macrozamia macdonnellii,2683589,Zamiaceae
Mangifera indica,3190638,,Mangifera indica L.,Plantae,Mangifera,Mangifera indica,3190638,Anacardiaceae
Melia volkensii,5597440,,Melia volkensii Gürke,Plantae,Melia,Melia volkensii,5597440,Meliaceae
Narcissus concolor,2858545,4928420,Narcissus concolor (Haw.) Link,Plantae,Narcissus,Narcissus triandrus,4928420,Amaryllidaceae
Nauclea officinalis,5339131,,Nauclea officinalis (Pierre ex Pit.) Merr. & Chun,Plantae,Nauclea,Nauclea officinalis,5339131,Rubiaceae
Oncoba echinata,2874148,2874147,Oncoba echinata Oliv.,Plantae,Caloncoba,Caloncoba echinata,2874147,Achariaceae
Oxytropis racemosa,5361048,,Oxytropis racemosa Turcz.,Plantae,Oxytropis,Oxytropis racemosa,5361048,Fabaceae
Oxytropis strobilacea,5361260,,Oxytropis strobilacea Bunge,Plantae,Oxytropis,Oxytropis strobilacea,5361260,Fabaceae
Parabenzoin trilobum,4176847,8041138,Parabenzoin trilobum (Siebold & Zucc.) Nakai,Plantae,Lindera,Lindera triloba,8041138,Lauraceae
Pelargonium roseum,7906295,,Pelargonium × roseum (Andrews),Plantae,Pelargonium,Pelargonium roseum,7906295,Geraniaceae
Pentanema britannicum,10010617,,"Pentanema britannicum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.",Plantae,Pentanema,Pentanema britannicum,10010617,Asteraceae
Phragmites australis,5290149,,Phragmites australis (Cav.) Trin. ex Steud.,Plantae,Phragmites,Phragmites australis,5290149,Poaceae
Polygonum orientale,11042282,,"Polygonum orientale R.Br., 1810",Plantae,Polygonum,Polygonum orientale,11042282,Polygonaceae
Ruta pinnata,7943360,,Ruta pinnata L.fil.,Plantae,Ruta,Ruta pinnata,7943360,Rutaceae
Salvia blepharophylla,3883534,,Salvia blepharophylla Brandegee ex Epling,Plantae,Salvia,Salvia blepharophylla,3883534,Lamiaceae
Salvia dorrii,2927059,,Salvia dorrii (Kellogg) Abrams,Plantae,Salvia,Salvia dorrii,2927059,Lamiaceae
Sambucus nigra,2888728,,Sambucus nigra L.,Plantae,Sambucus,Sambucus nigra,2888728,Viburnaceae
Sophora angustifolia,2959081,7224878,Sophora angustifolia Siebold & Zucc.,Plantae,Sophora,Sophora flavescens,7224878,Fabaceae
Stevia polycephala,8258805,,Stevia polycephala Bertol.,Plantae,Stevia,Stevia polycephala,8258805,Asteraceae
Teucrium depressum,3897129,,Teucrium depressum Small,Plantae,Teucrium,Teucrium depressum,3897129,Lamiaceae
Thymus piperella,8354272,,Thymus piperella L.,Plantae,Thymus,Thymus piperella,8354272,Lamiaceae
Trichilia rubescens,3851456,,Trichilia rubescens Oliv.,Plantae,Trichilia,Trichilia rubescens,3851456,Meliaceae
Wikstroemia canescens,8324421,,Wikstroemia canescens Wall. ex Meisn.,Plantae,Wikstroemia,Wikstroemia canescens,8324421,Thymelaeaceae
Cajanus cajan,7587087,,Cajanus cajan (L.) Huth,Plantae,Cajanus,Cajanus cajan,7587087,Fabaceae
Camellia japonica,3189636,,Camellia japonica L.,Plantae,Camellia,Camellia japonica,3189636,Theaceae
Camellia oleifera,8307542,,Camellia oleifera Abel.,Plantae,Camellia,Camellia oleifera,8307542,Theaceae
Camellia sasanqua,3189637,,Camellia sasanqua Thunb.,Plantae,Camellia,Camellia sasanqua,3189637,Theaceae
Camellia sinensis,3189635,,Camellia sinensis (L.) Kuntze,Plantae,Camellia,Camellia sinensis,3189635,Theaceae
Cicer arietinum,2947311,,Cicer arietinum L.,Plantae,Cicer,Cicer arietinum,2947311,Fabaceae
Clusia columnaris,7329886,,Clusia columnaris Engl.,Plantae,Clusia,Clusia columnaris,7329886,Clusiaceae
Clusia multiflora,7330264,,Clusia multiflora Kunth,Plantae,Clusia,Clusia multiflora,7330264,Clusiaceae
Cucumis melo,2874570,,Cucumis melo L.,Plantae,Cucumis,Cucumis melo,2874570,Cucurbitaceae
Cucumis sativus,2874569,,Cucumis sativus L.,Plantae,Cucumis,Cucumis sativus,2874569,Cucurbitaceae
Dacryodes hopkinsii,7946876,,Dacryodes hopkinsii Daly,Plantae,Dacryodes,Dacryodes hopkinsii,7946876,Burseraceae
Euphorbia abyssinica,3069564,,Euphorbia abyssinica J.F.Gmel.,Plantae,Euphorbia,Euphorbia abyssinica,3069564,Euphorbiaceae
Euphorbia aleppica,3067011,,Euphorbia aleppica L.,Plantae,Euphorbia,Euphorbia aleppica,3067011,Euphorbiaceae
Euphorbia antiquorum,3069535,,Euphorbia antiquorum L.,Plantae,Euphorbia,Euphorbia antiquorum,3069535,Euphorbiaceae
Euphorbia boetica,3919726,,Euphorbia boetica Boiss.,Plantae,Euphorbia,Euphorbia boetica,3919726,Euphorbiaceae
Euphorbia broteri,3919636,3065417,Euphorbia broteri Daveau,Plantae,Euphorbia,Euphorbia oxyphylla,3065417,Euphorbiaceae
Euphorbia caducifolia,3067866,,Euphorbia caducifolia Haines,Plantae,Euphorbia,Euphorbia caducifolia,3067866,Euphorbiaceae
Euphorbia condylocarpa,3070069,,Euphorbia condylocarpa M.Bieb.,Plantae,Euphorbia,Euphorbia condylocarpa,3070069,Euphorbiaceae
Euphorbia drupifera,3069665,,Euphorbia drupifera Thonn.,Plantae,Euphorbia,Euphorbia drupifera,3069665,Euphorbiaceae
Euphorbia ebracteolata,3068544,,Euphorbia ebracteolata Hayata,Plantae,Euphorbia,Euphorbia ebracteolata,3068544,Euphorbiaceae
Euphorbia esula,8203538,,Euphorbia esula L.,Plantae,Euphorbia,Euphorbia esula,8203538,Euphorbiaceae
Euphorbia esula var. cyparissoides,3064252,,Euphorbia esula var. cyparissioides Boiss.,Plantae,Euphorbia,Euphorbia esula,3064252,Euphorbiaceae
Euphorbia fischeriana,3066964,,Euphorbia fischeriana Steud.,Plantae,Euphorbia,Euphorbia fischeriana,3066964,Euphorbiaceae
Euphorbia guyoniana,3068310,,Euphorbia guyoniana Boiss. & Reut.,Plantae,Euphorbia,Euphorbia guyoniana,3068310,Euphorbiaceae
Euphorbia jolkinii,3066890,,Euphorbia jolkinii Boiss.,Plantae,Euphorbia,Euphorbia jolkinii,3066890,Euphorbiaceae
Euphorbia kansui,3065761,,Euphorbia kansui S.L.Liou ex S.B.Ho,Plantae,Euphorbia,Euphorbia kansui,3065761,Euphorbiaceae
Euphorbia lathyris,3066965,,Euphorbia lathyris L.,Plantae,Euphorbia,Euphorbia lathyris,3066965,Euphorbiaceae
Euphorbia neriifolia,3064865,,Euphorbia neriifolia L.,Plantae,Euphorbia,Euphorbia neriifolia,3064865,Euphorbiaceae
Euphorbia nicaeensis,3065819,,Euphorbia nicaeensis All.,Plantae,Euphorbia,Euphorbia nicaeensis,3065819,Euphorbiaceae
Euphorbia portulacoides,3064873,,Euphorbia portulacoides L.,Plantae,Euphorbia,Euphorbia portulacoides,3064873,Euphorbiaceae
Euphorbia resinfera,3068445,,Euphorbia resinifera O.Berg,Plantae,Euphorbia,Euphorbia resinifera,3068445,Euphorbiaceae
Euphorbia retusa,3068128,,Euphorbia retusa Forssk.,Plantae,Euphorbia,Euphorbia retusa,3068128,Euphorbiaceae
Euphorbia royleana,3065786,,Euphorbia royleana Boiss.,Plantae,Euphorbia,Euphorbia royleana,3065786,Euphorbiaceae
Euphorbia sapinii,3069585,,Euphorbia sapinii De Wild.,Plantae,Euphorbia,Euphorbia sapinii,3069585,Euphorbiaceae
Euphorbia spp.,11397237,,Euphorbia L.,Plantae,Euphorbia,spp.,11397237,Euphorbiaceae
Euphorbia sulcata,3065910,,Euphorbia sulcata Lens ex Loisel.,Plantae,Euphorbia,Euphorbia sulcata,3065910,Euphorbiaceae
Euphorbia tirucalli,3069353,,Euphorbia tirucalli L.,Plantae,Euphorbia,Euphorbia tirucalli,3069353,Euphorbiaceae
Euphorbia trigona,3067098,,Euphorbia trigona Mill.,Plantae,Euphorbia,Euphorbia trigona,3067098,Euphorbiaceae
Garcinia cymosa,7330373,,Garcinia cymosa (K.Schum.) I.M.Turner & P.F.Stevens,Plantae,Garcinia,Garcinia cymosa,7330373,Clusiaceae
Garcinia livingstonei,3189564,,Garcinia livingstonei T.Anderson,Plantae,Garcinia,Garcinia livingstonei,3189564,Clusiaceae
Garcinia myrtifolia,3189567,,Garcinia myrtifolia A.C.Sm.,Plantae,Garcinia,Garcinia myrtifolia,3189567,Clusiaceae
Garcinia pseudoguttifera,3713084,,Garcinia pseudoguttifera Seem.,Plantae,Garcinia,Garcinia pseudoguttifera,3713084,Clusiaceae
Lathyrus sativus,5356488,,Lathyrus sativus L.,Plantae,Lathyrus,Lathyrus sativus,5356488,Fabaceae
Lens culinaris,5350010,3973001,Lens culinaris Medik.,Plantae,Vicia,Vicia lens,3973001,Fabaceae
Macaranga tanarius,3074251,,Macaranga tanarius (L.) Müll.Arg.,Plantae,Macaranga,Macaranga tanarius,3074251,Euphorbiaceae
Monocyclanthus vignei,3154215,,Monocyclanthus vignei Keay,Plantae,Monocyclanthus,Monocyclanthus vignei,3154215,Annonaceae
Phytolacca americana,3084015,,Phytolacca americana L.,Plantae,Phytolacca,Phytolacca americana,3084015,Phytolaccaceae
Pisum sativum,5347845,5347846,Pisum sativum L.,Plantae,Lathyrus,Lathyrus oleraceus,5347846,Fabaceae
Vigna cylindrica,2982669,7225149,Vigna cylindrica (L.) Skeels,Plantae,Vigna,Vigna unguiculata,7225149,Fabaceae
Vitellaria paradoxa,2886750,,Vitellaria paradoxa C.F.Gaertn.,Plantae,Vitellaria,Vitellaria paradoxa,2886750,Sapotaceae
Artemisia anomala,3121446,,Artemisia anomala S.Moore,Plantae,Artemisia,Artemisia anomala,3121446,Asteraceae
Artocarpus integra,3764723,2984565,Artocarpus integra,Plantae,Artocarpus,Artocarpus heterophyllus,2984565,Moraceae
Canscora alata,3840335,,Canscora alata (Roth) Wall.,Plantae,Canscora,Canscora alata,3840335,Gentianaceae
Centaurium linarifolium,7269766,7467256,Centaurium linariifolium (Lam.) Druce,Plantae,Centaurium,Centaurium quadrifolium,7467256,Gentianaceae
Centaurium spicatum,5414470,5595243,Centaurium spicatum (L.) Fritsch,Plantae,Schenkia,Schenkia spicata,5595243,Gentianaceae
Chironia krebsii,5595784,,Chironia krebsii Griseb.,Plantae,Chironia,Chironia krebsii,5595784,Gentianaceae
Eupatorium sachalinense,5402847,5402845,Eupatorium sachalinense (F.Schmidt) Makino,Plantae,Eupatorium,Eupatorium glehnii,5402845,Asteraceae
Garcinia linii,3713987,,Garcinia linii C.E.Chang,Plantae,Garcinia,Garcinia linii,3713987,Clusiaceae
Hoppea dichotoma,5595116,,Hoppea dichotoma Hayne ex Willd.,Plantae,Hoppea,Hoppea dichotoma,5595116,Gentianaceae
Leptochloa digitata,2703874,,Leptochloa digitata (R.Br.) Domin,Plantae,Leptochloa,Leptochloa digitata,2703874,Poaceae
Pinus heldreichii,5285247,,Pinus heldreichii H.Christ,Plantae,Pinus,Pinus heldreichii,5285247,Pinaceae
Piper umbellatum,3086364,,Piper umbellatum L.,Plantae,Piper,Piper umbellatum,3086364,Piperaceae
Sceletium subvelutinum,3707377,3704283,Sceletium subvelutinum L.Bolus,Plantae,Mesembryanthemum,Mesembryanthemum varians,3704283,Aizoaceae
Senecio brasiliensis,3107780,,Senecio brasiliensis (Spreng.) Less.,Plantae,Senecio,Senecio brasiliensis,3107780,Asteraceae
Tovomita krukovii,3711378,,Tovomita krukovii A.C.Sm.,Plantae,Tovomita,Tovomita krukovii,3711378,Clusiaceae
Ferula vesceritensis,7569655,,Ferula vesceritensis Coss. & Durieu ex Batt. & Trab.,Plantae,Ferula,Ferula vesceritensis,7569655,Apiaceae
Khaya senegalensis,3190508,,Khaya senegalensis (Desv.) A.Juss.,Plantae,Khaya,Khaya senegalensis,3190508,Meliaceae
Ruellia tuberosa,5415418,,Ruellia tuberosa L.,Plantae,Ruellia,Ruellia tuberosa,5415418,Acanthaceae
Brocchia cinerea,5390421,,Brocchia cinerea (Delile) Vis.,Plantae,Brocchia,Brocchia cinerea,5390421,Asteraceae
Terminalia chebula,3189388,,Terminalia chebula Retz.,Plantae,Terminalia,Terminalia chebula,3189388,Combretaceae
Terminalia species,3189387,,Terminalia L.,Plantae,Terminalia,spp.,3189387,Combretaceae
Oreopanax guatemalensis,3036590,,Oreopanax guatemalensis Decne. & Planch.,Plantae,Oreopanax,Oreopanax guatemalensis,3036590,Araliaceae
Artemisia herba-alba,3120848,,Artemisia herba-alba Asso,Plantae,Artemisia,Artemisia herba-alba,3120848,Asteraceae
Nitraria retusa,3986936,,Nitraria retusa (Forssk.) Asch.,Plantae,Nitraria,Nitraria retusa,3986936,Nitrariaceae
Tamarix nilotica,7316455,,Tamarix nilotica (Ehrenb.) Bunge,Plantae,Tamarix,Tamarix nilotica,7316455,Tamaricaceae
Tamarix senegalensis,3613063,,Tamarix senegalensis DC.,Plantae,Tamarix,Tamarix senegalensis,3613063,Tamaricaceae
Alpinia japonica,5302050,,Alpinia japonica (Thunb.) Miq.,Plantae,Alpinia,Alpinia japonica,5302050,Zingiberaceae
Apium graveolens,5371879,,Apium graveolens L.,Plantae,Apium,Apium graveolens,5371879,Apiaceae
Cymbopogon schoenanthus,2705269,,Cymbopogon schoenanthus (L.) Spreng.,Plantae,Cymbopogon,Cymbopogon schoenanthus,2705269,Poaceae
Ferula spp.,3034682,,Ferula L.,Plantae,Ferula,spp.,3034682,Apiaceae
Rubus rosifolius,8234521,,Rubus rosifolius Sm.,Plantae,Rubus,Rubus rosifolius,8234521,Rosaceae
Abies sachalinensis,2685437,,Abies sachalinensis (F.Schmidt) Mast.,Plantae,Abies,Abies sachalinensis,2685437,Pinaceae
Acca sellowiana,5418629,3181977,Acca sellowiana (O.Berg) Burret,Plantae,Feijoa,Feijoa sellowiana,3181977,Myrtaceae
Aceriphyllum rossii,5567874,7339206,Aceriphyllum rossii (Oliv.) Engl.,Plantae,Mukdenia,Mukdenia rossii,7339206,Saxifragaceae
Achillea abrotanoides,3120350,,Achillea abrotanoides (Vis.) Vis.,Plantae,Achillea,Achillea abrotanoides,3120350,Asteraceae
Achillea arabica,3120275,,Achillea arabica Kotschy,Plantae,Achillea,Achillea arabica,3120275,Asteraceae
Achillea clypeolata,3120016,,Achillea clypeolata Sm.,Plantae,Achillea,Achillea clypeolata,3120016,Asteraceae
Achillea crithmifolia,8059665,,Achillea crithmifolia Waldst. & Kit.,Plantae,Achillea,Achillea crithmifolia,8059665,Asteraceae
Achillea erba-rotta,9536147,,Achillea erba-rotta All.,Plantae,Achillea,Achillea erba-rotta,9536147,Asteraceae
Achillea millefolium,3120060,,Achillea millefolium L.,Plantae,Achillea,Achillea millefolium,3120060,Asteraceae
Achillea moschata,6063803,7574220,"Achillea moschata Jacq., 1778",Plantae,Achillea,Achillea erba-rotta,7574220,Asteraceae
Achillea nana,8714852,,Achillea nana L.,Plantae,Achillea,Achillea nana,8714852,Asteraceae
Achillea nobilis,3120024,,Achillea nobilis L.,Plantae,Achillea,Achillea nobilis,3120024,Asteraceae
Achillea ptarmica,3120333,,Achillea ptarmica L.,Plantae,Achillea,Achillea ptarmica,3120333,Asteraceae
Aconitum episcopale,7277368,,Aconitum episcopale H.Lév.,Plantae,Aconitum,Aconitum episcopale,7277368,Ranunculaceae
Acorus calamus,2873769,,Acorus calamus L.,Plantae,Acorus,Acorus calamus,2873769,Acoraceae
Acorus gramineus,2873807,,Acorus gramineus Aiton,Plantae,Acorus,Acorus gramineus,2873807,Acoraceae
Actinodium cunninghamii,3177659,,Actinodium cunninghamii Schauer ex Lindl.,Plantae,Actinodium,Actinodium cunninghamii,3177659,Myrtaceae
Aegle marmelos,5421195,,Aegle marmelos (L.) Corrêa,Plantae,Aegle,Aegle marmelos,5421195,Rutaceae
Aeollanthus pubescens,3889346,,Aeollanthus pubescens Benth.,Plantae,Aeollanthus,Aeollanthus pubescens,3889346,Lamiaceae
Aframomum angustifolium,2758823,,Aframomum angustifolium (Sonn.) K.Schum.,Plantae,Aframomum,Aframomum angustifolium,2758823,Zingiberaceae
Aframomum melegueta,2758930,,Aframomum melegueta K.Schum.,Plantae,Aframomum,Aframomum melegueta,2758930,Zingiberaceae
Agastache rugosa,7307327,,Agastache rugosa (Fisch. & C.A.Mey.) Kuntze,Plantae,Agastache,Agastache rugosa,7307327,Lamiaceae
Agathosma betulina,3190125,,Agathosma betulina (Bergius) Pillans,Plantae,Agathosma,Agathosma betulina,3190125,Rutaceae
Agathosma capensis,3834661,,Agathosma capensis (L.) Druce,Plantae,Agathosma,Agathosma capensis,3834661,Rutaceae
Agnorhiza bolanderi,3093481,,Agnorhiza bolanderi (A.Gray) W.A.Weber,Plantae,Agnorhiza,Agnorhiza bolanderi,3093481,Asteraceae
Ajania fastigiata,3112246,,Ajania fastigiata (C.Winkl.) Poljakov,Plantae,Ajania,Ajania fastigiata,3112246,Asteraceae
Akebia quinata,3033965,,Akebia quinata (Houtt.) Decne.,Plantae,Akebia,Akebia quinata,3033965,Lardizabalaceae
Akebia trifoliata,7306109,,Akebia trifoliata (Thunb.) Koidz.,Plantae,Akebia,Akebia trifoliata,7306109,Lardizabalaceae
Aloysia citriodora,5341164,,Aloysia citriodora Palau,Plantae,Aloysia,Aloysia citriodora,5341164,Verbenaceae
Aloysia citrodora,5667503,,Aloysia citrodora Paláu,Plantae,Aloysia,Aloysia citrodora,5667503,Verbenaceae
Aloysia triphylla,2925634,,Aloysia Paláu,Plantae,Aloysia,spp.,2925634,Verbenaceae
Alphinia galanga,5302225,,Alpinia galanga (L.) Willd.,Plantae,Alpinia,Alpinia galanga,5302225,Zingiberaceae
Alpinia breviligulata,5302180,,Alpinia breviligulata (Gagnep.) Gagnep.,Plantae,Alpinia,Alpinia breviligulata,5302180,Zingiberaceae
Alpinia katsumadai,5635657,,"Alpinia katsumadai Hayata, 1915",Plantae,Alpinia,Alpinia katsumadai,5635657,Zingiberaceae
Alpinia zerumbet,5301979,,Alpinia zerumbet (Pers.) B.L.Burtt & R.M.Sm.,Plantae,Alpinia,Alpinia zerumbet,5301979,Zingiberaceae
Ambrosia artemisiifolia,8002952,,Ambrosia artemisiifolia L.,Plantae,Ambrosia,Ambrosia artemisiifolia,8002952,Asteraceae
Ammi majus,3034182,,Ammi majus L.,Plantae,Ammi,Ammi majus,3034182,Apiaceae
Amomum compactum,8038080,,"Amomum compactum Roem. & Schult., 1817",Plantae,Amomum,Amomum compactum,8038080,Zingiberaceae
Amomum krervanh,8172268,,Amomum krervanh Pierre,Plantae,Amomum,Amomum krervanh,8172268,Zingiberaceae
Anaxagorea clavata,3156859,3156858,Anaxagorea clavata R.E.Fr.,Plantae,Anaxagorea,Anaxagorea crassipetala,3156858,Annonaceae
Anethum graveolens,3034646,,Anethum graveolens L.,Plantae,Anethum,Anethum graveolens,3034646,Apiaceae
Angelica acutiloba,5537879,,Angelica acutiloba (Siebold & Zucc.) Kitag.,Plantae,Angelica,Angelica acutiloba,5537879,Apiaceae
Angelica gigas,5537749,,Angelica gigas Nakai,Plantae,Angelica,Angelica gigas,5537749,Apiaceae
Angelica sinensis,6027415,,Angelica sinensis (Oliv.) Diels,Plantae,Angelica,Angelica sinensis,6027415,Apiaceae
Anisotome antipoda,3641744,,Anisotome antipoda Hook.fil.,Plantae,Anisotome,Anisotome antipoda,3641744,Apiaceae
Annona cascarilloides,5407086,,Annona cascarilloides C.Wright ex Griseb.,Plantae,Annona,Annona cascarilloides,5407086,Annonaceae
Anthemis aciphylla,3122620,,Anthemis aciphylla Boiss.,Plantae,Anthemis,Anthemis aciphylla,3122620,Asteraceae
Anthemis aciphylla BOISS.var.discoidea BOISS,6296697,,"Anthemis aciphylla var. discoidea Boiss., 1875",Plantae,Anthemis,Anthemis aciphylla,6296697,Asteraceae
Arabidopsis thaliana,3052436,,Arabidopsis thaliana (L.) Heynh.,Plantae,Arabidopsis,Arabidopsis thaliana,3052436,Brassicaceae
Araujia sericifera,3170442,,Araujia sericifera Brot.,Plantae,Araujia,Araujia sericifera,3170442,Apocynaceae
Ardisia arborescens,5557929,5558193,Ardisia arborescens Wall.,Plantae,Ardisia,Ardisia humilis,5558193,Primulaceae
Aria pallescens,5365145,3013096,Aria pallescens (Rehder) H.Ohashi & Iketani,Plantae,Sorbus,Sorbus pallescens,3013096,Rosaceae
Arnica nevadensis,5405929,,Arnica nevadensis A.Gray,Plantae,Arnica,Arnica nevadensis,5405929,Asteraceae
Artemisia absinthium,3121319,,Artemisia absinthium L.,Plantae,Artemisia,Artemisia absinthium,3121319,Asteraceae
Artemisia afra,8078031,,Artemisia afra Jacq.,Plantae,Artemisia,Artemisia afra,8078031,Asteraceae
Artemisia ammaniana,3121246,,Artemisia ammaniana Besser,Plantae,Artemisia,Artemisia ammaniana,3121246,Asteraceae
Artemisia annua,8373355,,Artemisia annua L.,Plantae,Artemisia,Artemisia annua,8373355,Asteraceae
Artemisia apiacea,3121557,4230571,Artemisia apiacea Hance,Plantae,Artemisia,Artemisia caruifolia,4230571,Asteraceae
Artemisia arborescens,3120677,,Artemisia arborescens L.,Plantae,Artemisia,Artemisia arborescens,3120677,Asteraceae
Artemisia argyi,3120648,,Artemisia argyi H.Lév. & Vaniot,Plantae,Artemisia,Artemisia argyi,3120648,Asteraceae
Artemisia capillaris,3120722,,Artemisia capillaris Thunb.,Plantae,Artemisia,Artemisia capillaris,3120722,Asteraceae
Artemisia halophila,3121192,,Artemisia halophila Krasch.,Plantae,Artemisia,Artemisia halophila,3121192,Asteraceae
Artemisia indica,3120972,,Artemisia indica Willd.,Plantae,Artemisia,Artemisia indica,3120972,Asteraceae
Artemisia messerschmidtiana,3120709,9624042,Artemisia messerschmidtiana Besser,Plantae,Artemisia,Artemisia gmelinii,9624042,Asteraceae
Artemisia monogyna,3120641,,Artemisia L.,Plantae,Artemisia,spp.,3120641,Asteraceae
Artemisia montana,3121341,,Artemisia montana (Nakai) Pamp.,Plantae,Artemisia,Artemisia montana,3121341,Asteraceae
Artemisia princeps,3121258,,Artemisia princeps Pamp.,Plantae,Artemisia,Artemisia princeps,3121258,Asteraceae
Artemisia salsoloides,3121286,,Artemisia salsoloides Willd.,Plantae,Artemisia,Artemisia salsoloides,3121286,Asteraceae
Artemisia sericea,7921883,,Artemisia sericea (Besser) Weber,Plantae,Artemisia,Artemisia sericea,7921883,Asteraceae
Artemisia spicigera,3121483,,Artemisia spicigera K.Koch,Plantae,Artemisia,Artemisia spicigera,3121483,Asteraceae
Artemisia thuscula,3121623,,Artemisia thuscula Cav.,Plantae,Artemisia,Artemisia thuscula,3121623,Asteraceae
Artemisia xerophytica,3121294,,Artemisia xerophytica Krasch.,Plantae,Artemisia,Artemisia xerophytica,3121294,Asteraceae
Asarum heterotropoides,7313559,,Asarum heterotropoides F.Schmidt,Plantae,Asarum,Asarum heterotropoides,7313559,Aristolochiaceae
Asarum sieboldii,7313629,,Asarum sieboldii Miq.,Plantae,Asarum,Asarum sieboldii,7313629,Aristolochiaceae
Aster scaber,7422131,,"Aster scaber Moench, 1802",Plantae,Aster,Aster scaber,7422131,Asteraceae
Asterolasia squamuligera,3834602,,Asterolasia squamuligera (Hook.) Benth.,Plantae,Asterolasia,Asterolasia squamuligera,3834602,Rutaceae
Atalantia buxifolia,5593924,,Atalantia buxifolia (Poir.) Oliv.,Plantae,Atalantia,Atalantia buxifolia,5593924,Rutaceae
Athamanta macedonica,3633598,7454714,Athamanta macedonica (L.) Spreng.,Plantae,Bubon,Bubon macedonicum,7454714,Apiaceae
Athanasia crithmifolia,7627744,,Athanasia crithmifolia (L.) L.,Plantae,Athanasia,Athanasia crithmifolia,7627744,Asteraceae
Atractylodes chinensis,3122440,3122433,Atractylodes chinensis (Bunge) Koidz.,Plantae,Atractylodes,Atractylodes lancea,3122433,Asteraceae
Austrobaileya scandens,4197027,,Austrobaileya scandens C.T.White,Plantae,Austrobaileya,Austrobaileya scandens,4197027,Austrobaileyaceae
Baccharis dracunculifolia,3129176,,Baccharis dracunculifolia DC.,Plantae,Baccharis,Baccharis dracunculifolia,3129176,Asteraceae
Baccharis rufescens,7338560,,Baccharis rufescens Spreng.,Plantae,Baccharis,Baccharis rufescens,7338560,Asteraceae
Baeckea frutescens,3187799,,Baeckea frutescens L.,Plantae,Baeckea,Baeckea frutescens,3187799,Myrtaceae
Bassia butyracea,5333838,2886375,Bassia butyracea Roxb.,Plantae,Diploknema,Diploknema butyracea,2886375,Sapotaceae
Bazzania japonica,6136274,,Bazzania japonica (Sande Lac.) Lindb.,Plantae,Bazzania,Bazzania japonica,6136274,Lepidoziaceae
Beilschmiedia pendula,3034073,,Beilschmiedia pendula (Sw.) Hemsl.,Plantae,Beilschmiedia,Beilschmiedia pendula,3034073,Lauraceae
Benzoin praecox,5685883,7304475,Benzoin praecox Siebold & Zucc.,Plantae,Lindera,Lindera praecox,7304475,Lauraceae
Berberis julianae,3981543,,Berberis julianae C.K.Schneid.,Plantae,Berberis,Berberis julianae,3981543,Berberidaceae
