original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom,genus,species,gbif_key
Euphorbia tirucalli,3069353,,Euphorbia tirucalli L.,Plantae,Euphorbia,tirucalli,3069353
Euphorbia trigona,3067098,,Euphorbia trigona Mill.,Plantae,Euphorbia,trigona,3067098
Garcinia cymosa,7330373,,Garcinia cymosa (K.Schum.) I.M.Turner & P.F.Stevens,Plantae,Garcinia,cymosa,7330373
Garcinia livingstonei,3189564,,Garcinia livingstonei T.Anderson,Plantae,Garcinia,livingstonei,3189564
Garcinia myrtifolia,3189567,,Garcinia myrtifolia A.C.Sm.,Plantae,Garcinia,myrtifolia,3189567
Garcinia pseudoguttifera,3713084,,Garcinia pseudoguttifera Seem.,Plantae,Garcinia,pseudoguttifera,3713084
Lathyrus sativus,5356488,,Lathyrus sativus L.,Plantae,Lathyrus,sativus,5356488
Lens culinaris,5350010,3973001.0,Lens culinaris Medik.,Plantae,Lens,culinaris,3973001
Macaranga tanarius,3074251,,Macaranga tanarius (L.) Müll.Arg.,Plantae,Macaranga,tanarius,3074251
Monocyclanthus vignei,3154215,,Monocyclanthus vignei Keay,Plantae,Monocyclanthus,vignei,3154215
Phytolacca americana,3084015,,Phytolacca americana L.,Plantae,Phytolacca,americana,3084015
Pisum sativum,5347845,5347846.0,Pisum sativum L.,Plantae,Pisum,sativum,5347846
Vigna cylindrica,2982669,7225149.0,Vigna cylindrica (L.) Skeels,Plantae,Vigna,cylindrica,7225149
Vitellaria paradoxa,2886750,,Vitellaria paradoxa C.F.Gaertn.,Plantae,Vitellaria,paradoxa,2886750
Artemisia anomala,3121446,,Artemisia anomala S.Moore,Plantae,Artemisia,anomala,3121446
Artocarpus integra,3764723,2984565.0,Artocarpus integra,Plantae,Artocarpus,integra,2984565
Canscora alata,3840335,,Canscora alata (Roth) Wall.,Plantae,Canscora,alata,3840335
Centaurium linarifolium,7269766,7467256.0,Centaurium linariifolium (Lam.) Druce,Plantae,Centaurium,linarifolium,7467256
Centaurium spicatum,5414470,5595243.0,Centaurium spicatum (L.) Fritsch,Plantae,Centaurium,spicatum,5595243
Chironia krebsii,5595784,,Chironia krebsii Griseb.,Plantae,Chironia,krebsii,5595784
Eupatorium sachalinense,5402847,5402845.0,Eupatorium sachalinense (F.Schmidt) Makino,Plantae,Eupatorium,sachalinense,5402845
Garcinia linii,3713987,,Garcinia linii C.E.Chang,Plantae,Garcinia,linii,3713987
Hoppea dichotoma,5595116,,Hoppea dichotoma Hayne ex Willd.,Plantae,Hoppea,dichotoma,5595116
Leptochloa digitata,2703874,,Leptochloa digitata (R.Br.) Domin,Plantae,Leptochloa,digitata,2703874
Pinus heldreichii,5285247,,Pinus heldreichii H.Christ,Plantae,Pinus,heldreichii,5285247
Piper umbellatum,3086364,,Piper umbellatum L.,Plantae,Piper,umbellatum,3086364
Sceletium subvelutinum,3707377,3704283.0,Sceletium subvelutinum L.Bolus,Plantae,Sceletium,subvelutinum,3704283
Senecio brasiliensis,3107780,,Senecio brasiliensis (Spreng.) Less.,Plantae,Senecio,brasiliensis,3107780
Tovomita krukovii,3711378,,Tovomita krukovii A.C.Sm.,Plantae,Tovomita,krukovii,3711378
Ferula vesceritensis,7569655,,Ferula vesceritensis Coss. & Durieu ex Batt. & Trab.,Plantae,Ferula,vesceritensis,7569655
Khaya senegalensis,3190508,,Khaya senegalensis (Desv.) A.Juss.,Plantae,Khaya,senegalensis,3190508
Ruellia tuberosa,5415418,,Ruellia tuberosa L.,Plantae,Ruellia,tuberosa,5415418
Brocchia cinerea,5390421,,Brocchia cinerea (Delile) Vis.,Plantae,Brocchia,cinerea,5390421
Terminalia chebula,3189388,,Terminalia chebula Retz.,Plantae,Terminalia,chebula,3189388
Terminalia species,3189387,,Terminalia L.,Plantae,Terminalia,species,3189387
Oreopanax guatemalensis,3036590,,Oreopanax guatemalensis Decne. & Planch.,Plantae,Oreopanax,guatemalensis,3036590
Artemisia herba-alba,3120848,,Artemisia herba-alba Asso,Plantae,Artemisia,herba-alba,3120848
Nitraria retusa,3986936,,Nitraria retusa (Forssk.) Asch.,Plantae,Nitraria,retusa,3986936
Tamarix nilotica,7316455,,Tamarix nilotica (Ehrenb.) Bunge,Plantae,Tamarix,nilotica,7316455
Tamarix senegalensis,3613063,,Tamarix senegalensis DC.,Plantae,Tamarix,senegalensis,3613063
Alpinia japonica,5302050,,Alpinia japonica (Thunb.) Miq.,Plantae,Alpinia,japonica,5302050
Apium graveolens,5371879,,Apium graveolens L.,Plantae,Apium,graveolens,5371879
Cymbopogon schoenanthus,2705269,,Cymbopogon schoenanthus (L.) Spreng.,Plantae,Cymbopogon,schoenanthus,2705269
Ferula spp.,3034682,,Ferula L.,Plantae,Ferula,spp.,3034682
Rubus rosifolius,8234521,,Rubus rosifolius Sm.,Plantae,Rubus,rosifolius,8234521
Abies sachalinensis,2685437,,Abies sachalinensis (F.Schmidt) Mast.,Plantae,Abies,sachalinensis,2685437
Acca sellowiana,5418629,3181977.0,Acca sellowiana (O.Berg) Burret,Plantae,Acca,sellowiana,3181977
Aceriphyllum rossii,5567874,7339206.0,Aceriphyllum rossii (Oliv.) Engl.,Plantae,Aceriphyllum,rossii,7339206
Achillea abrotanoides,3120350,,Achillea abrotanoides (Vis.) Vis.,Plantae,Achillea,abrotanoides,3120350
Achillea arabica,3120275,,Achillea arabica Kotschy,Plantae,Achillea,arabica,3120275
Achillea clypeolata,3120016,,Achillea clypeolata Sm.,Plantae,Achillea,clypeolata,3120016
Achillea crithmifolia,8059665,,Achillea crithmifolia Waldst. & Kit.,Plantae,Achillea,crithmifolia,8059665
Achillea erba-rotta,9536147,,Achillea erba-rotta All.,Plantae,Achillea,erba-rotta,9536147
Achillea millefolium,3120060,,Achillea millefolium L.,Plantae,Achillea,millefolium,3120060
Achillea moschata,6063803,7574220.0,"Achillea moschata Jacq., 1778",Plantae,Achillea,moschata,7574220
Achillea nana,8714852,,Achillea nana L.,Plantae,Achillea,nana,8714852
Achillea nobilis,3120024,,Achillea nobilis L.,Plantae,Achillea,nobilis,3120024
Achillea ptarmica,3120333,,Achillea ptarmica L.,Plantae,Achillea,ptarmica,3120333
Aconitum episcopale,7277368,,Aconitum episcopale H.Lév.,Plantae,Aconitum,episcopale,7277368
Acorus calamus,2873769,,Acorus calamus L.,Plantae,Acorus,calamus,2873769
Acorus gramineus,2873807,,Acorus gramineus Aiton,Plantae,Acorus,gramineus,2873807
Actinodium cunninghamii,3177659,,Actinodium cunninghamii Schauer ex Lindl.,Plantae,Actinodium,cunninghamii,3177659
Aegle marmelos,5421195,,Aegle marmelos (L.) Corrêa,Plantae,Aegle,marmelos,5421195
Aeollanthus pubescens,3889346,,Aeollanthus pubescens Benth.,Plantae,Aeollanthus,pubescens,3889346
Aframomum angustifolium,2758823,,Aframomum angustifolium (Sonn.) K.Schum.,Plantae,Aframomum,angustifolium,2758823
Aframomum melegueta,2758930,,Aframomum melegueta K.Schum.,Plantae,Aframomum,melegueta,2758930
Agastache rugosa,7307327,,Agastache rugosa (Fisch. & C.A.Mey.) Kuntze,Plantae,Agastache,rugosa,7307327
Agathosma betulina,3190125,,Agathosma betulina (Bergius) Pillans,Plantae,Agathosma,betulina,3190125
Agathosma capensis,3834661,,Agathosma capensis (L.) Druce,Plantae,Agathosma,capensis,3834661
Agnorhiza bolanderi,3093481,,Agnorhiza bolanderi (A.Gray) W.A.Weber,Plantae,Agnorhiza,bolanderi,3093481
Ajania fastigiata,3112246,,Ajania fastigiata (C.Winkl.) Poljakov,Plantae,Ajania,fastigiata,3112246
Akebia quinata,3033965,,Akebia quinata (Houtt.) Decne.,Plantae,Akebia,quinata,3033965
Akebia trifoliata,7306109,,Akebia trifoliata (Thunb.) Koidz.,Plantae,Akebia,trifoliata,7306109
Aloysia citriodora,5341164,,Aloysia citriodora Palau,Plantae,Aloysia,citriodora,5341164
Aloysia citrodora,5667503,,Aloysia citrodora Paláu,Plantae,Aloysia,citrodora,5667503
Aloysia triphylla,2925634,,Aloysia Paláu,Plantae,Aloysia,triphylla,2925634
Alphinia galanga,5302225,,Alpinia galanga (L.) Willd.,Plantae,Alphinia,galanga,5302225
Alpinia breviligulata,5302180,,Alpinia breviligulata (Gagnep.) Gagnep.,Plantae,Alpinia,breviligulata,5302180
Alpinia katsumadai,5635657,,"Alpinia katsumadai Hayata, 1915",Plantae,Alpinia,katsumadai,5635657
Alpinia zerumbet,5301979,,Alpinia zerumbet (Pers.) B.L.Burtt & R.M.Sm.,Plantae,Alpinia,zerumbet,5301979
Ambrosia artemisiifolia,8002952,,Ambrosia artemisiifolia L.,Plantae,Ambrosia,artemisiifolia,8002952
Ammi majus,3034182,,Ammi majus L.,Plantae,Ammi,majus,3034182
Amomum compactum,8038080,,"Amomum compactum Roem. & Schult., 1817",Plantae,Amomum,compactum,8038080
Amomum krervanh,8172268,,Amomum krervanh Pierre,Plantae,Amomum,krervanh,8172268
Anaxagorea clavata,3156859,3156858.0,Anaxagorea clavata R.E.Fr.,Plantae,Anaxagorea,clavata,3156858
Anethum graveolens,3034646,,Anethum graveolens L.,Plantae,Anethum,graveolens,3034646
Angelica acutiloba,5537879,,Angelica acutiloba (Siebold & Zucc.) Kitag.,Plantae,Angelica,acutiloba,5537879
Angelica gigas,5537749,,Angelica gigas Nakai,Plantae,Angelica,gigas,5537749
Angelica sinensis,6027415,,Angelica sinensis (Oliv.) Diels,Plantae,Angelica,sinensis,6027415
Anisotome antipoda,3641744,,Anisotome antipoda Hook.fil.,Plantae,Anisotome,antipoda,3641744
Annona cascarilloides,5407086,,Annona cascarilloides C.Wright ex Griseb.,Plantae,Annona,cascarilloides,5407086
Anthemis aciphylla,3122620,,Anthemis aciphylla Boiss.,Plantae,Anthemis,aciphylla,3122620
Anthemis aciphylla BOISS.var.discoidea BOISS,6296697,,"Anthemis aciphylla var. discoidea Boiss., 1875",Plantae,Anthemis,aciphylla,6296697
Arabidopsis thaliana,3052436,,Arabidopsis thaliana (L.) Heynh.,Plantae,Arabidopsis,thaliana,3052436
Araujia sericifera,3170442,,Araujia sericifera Brot.,Plantae,Araujia,sericifera,3170442
Ardisia arborescens,5557929,5558193.0,Ardisia arborescens Wall.,Plantae,Ardisia,arborescens,5558193
Aria pallescens,5365145,3013096.0,Aria pallescens (Rehder) H.Ohashi & Iketani,Plantae,Aria,pallescens,3013096
Arnica nevadensis,5405929,,Arnica nevadensis A.Gray,Plantae,Arnica,nevadensis,5405929
Artemisia absinthium,3121319,,Artemisia absinthium L.,Plantae,Artemisia,absinthium,3121319
Artemisia afra,8078031,,Artemisia afra Jacq.,Plantae,Artemisia,afra,8078031
Artemisia ammaniana,3121246,,Artemisia ammaniana Besser,Plantae,Artemisia,ammaniana,3121246
Artemisia annua,8373355,,Artemisia annua L.,Plantae,Artemisia,annua,8373355
Artemisia apiacea,3121557,4230571.0,Artemisia apiacea Hance,Plantae,Artemisia,apiacea,4230571
Artemisia arborescens,3120677,,Artemisia arborescens L.,Plantae,Artemisia,arborescens,3120677
Artemisia argyi,3120648,,Artemisia argyi H.Lév. & Vaniot,Plantae,Artemisia,argyi,3120648
Artemisia capillaris,3120722,,Artemisia capillaris Thunb.,Plantae,Artemisia,capillaris,3120722
Artemisia halophila,3121192,,Artemisia halophila Krasch.,Plantae,Artemisia,halophila,3121192
Artemisia indica,3120972,,Artemisia indica Willd.,Plantae,Artemisia,indica,3120972
Artemisia messerschmidtiana,3120709,9624042.0,Artemisia messerschmidtiana Besser,Plantae,Artemisia,messerschmidtiana,9624042
Artemisia monogyna,3120641,,Artemisia L.,Plantae,Artemisia,monogyna,3120641
Artemisia montana,3121341,,Artemisia montana (Nakai) Pamp.,Plantae,Artemisia,montana,3121341
Artemisia princeps,3121258,,Artemisia princeps Pamp.,Plantae,Artemisia,princeps,3121258
Artemisia salsoloides,3121286,,Artemisia salsoloides Willd.,Plantae,Artemisia,salsoloides,3121286
Artemisia sericea,7921883,,Artemisia sericea (Besser) Weber,Plantae,Artemisia,sericea,7921883
Artemisia spicigera,3121483,,Artemisia spicigera K.Koch,Plantae,Artemisia,spicigera,3121483
Artemisia thuscula,3121623,,Artemisia thuscula Cav.,Plantae,Artemisia,thuscula,3121623
Artemisia xerophytica,3121294,,Artemisia xerophytica Krasch.,Plantae,Artemisia,xerophytica,3121294
Asarum heterotropoides,7313559,,Asarum heterotropoides F.Schmidt,Plantae,Asarum,heterotropoides,7313559
Asarum sieboldii,7313629,,Asarum sieboldii Miq.,Plantae,Asarum,sieboldii,7313629
Aster scaber,7422131,,"Aster scaber Moench, 1802",Plantae,Aster,scaber,7422131
Asterolasia squamuligera,3834602,,Asterolasia squamuligera (Hook.) Benth.,Plantae,Asterolasia,squamuligera,3834602
Atalantia buxifolia,5593924,,Atalantia buxifolia (Poir.) Oliv.,Plantae,Atalantia,buxifolia,5593924
Athamanta macedonica,3633598,7454714.0,Athamanta macedonica (L.) Spreng.,Plantae,Athamanta,macedonica,7454714
Athanasia crithmifolia,7627744,,Athanasia crithmifolia (L.) L.,Plantae,Athanasia,crithmifolia,7627744
Atractylodes chinensis,3122440,3122433.0,Atractylodes chinensis (Bunge) Koidz.,Plantae,Atractylodes,chinensis,3122433
Austrobaileya scandens,4197027,,Austrobaileya scandens C.T.White,Plantae,Austrobaileya,scandens,4197027
Baccharis dracunculifolia,3129176,,Baccharis dracunculifolia DC.,Plantae,Baccharis,dracunculifolia,3129176
Baccharis rufescens,7338560,,Baccharis rufescens Spreng.,Plantae,Baccharis,rufescens,7338560
Baeckea frutescens,3187799,,Baeckea frutescens L.,Plantae,Baeckea,frutescens,3187799
Bassia butyracea,5333838,2886375.0,Bassia butyracea Roxb.,Plantae,Bassia,butyracea,2886375
Bazzania japonica,6136274,,Bazzania japonica (Sande Lac.) Lindb.,Plantae,Bazzania,japonica,6136274
Beilschmiedia pendula,3034073,,Beilschmiedia pendula (Sw.) Hemsl.,Plantae,Beilschmiedia,pendula,3034073
Benzoin praecox,5685883,7304475.0,Benzoin praecox Siebold & Zucc.,Plantae,Benzoin,praecox,7304475
Berberis julianae,3981543,,Berberis julianae C.K.Schneid.,Plantae,Berberis,julianae,3981543
Beyeria brevifolia,8049210,,"Beyeria brevifolia (Müll.Arg.) Benth., 1873",Plantae,Beyeria,brevifolia,8049210
Bidens andicola,7338058,,Bidens andicola Kunth,Plantae,Bidens,andicola,7338058
Blepharocalyx salicifolius,3187875,,Blepharocalyx salicifolius (Kunth) O.Berg,Plantae,Blepharocalyx,salicifolius,3187875
Boswellia carteri,5421353,8330171.0,Boswellia carteri Birdw.,Plantae,Boswellia,carteri,8330171
Bothriochloa bladhii,2704093,,Bothriochloa bladhii (Retz.) S.T.Blake,Plantae,Bothriochloa,bladhii,2704093
Bridelia ferruginea,3076157,,Bridelia ferruginea Benth.,Plantae,Bridelia,ferruginea,3076157
Bunium paucifolium,6027277,,Bunium paucifolium DC.,Plantae,Bunium,paucifolium,6027277
Bupleurum fruticescens,6027094,,Bupleurum fruticescens Loefl. ex L.,Plantae,Bupleurum,fruticescens,6027094
Bupleurum fruticosum,3638793,,Bupleurum fruticosum L.,Plantae,Bupleurum,fruticosum,3638793
Bursaria spinosa,7303844,,Bursaria spinosa Cav.,Plantae,Bursaria,spinosa,7303844
Bystropogon canariensis,3904098,,Bystropogon canariensis (L.) L'Hér.,Plantae,Bystropogon,canariensis,3904098
Bystropogon mollis,2497,,Lamiaceae,Plantae,Bystropogon,mollis,2497
Bystropogon origanifolius,7309341,,Bystropogon origanifolius L'Hér.,Plantae,Bystropogon,origanifolius,7309341
Callistemon linearis,3173349,,Callistemon linearis (Schrad. & J.C.Wendl.) Colvill ex Sweet,Plantae,Callistemon,linearis,3173349
Calycolpus warszewiczianus,8353141,,Calycolpus warszewiczianus O.Berg,Plantae,Calycolpus,warszewiczianus,8353141
Canarium luzonicum,7445618,,Canarium luzonicum (Blume) A.Gray,Plantae,Canarium,luzonicum,7445618
Canella winterana,3877834,,Canella winterana (L.) Gaertn.,Plantae,Canella,winterana,3877834
Cannabis sativa,5361880,,Cannabis sativa L.,Plantae,Cannabis,sativa,5361880
Cantinoa mutabilis,7471562,,Cantinoa mutabilis (Rich.) Harley & J.F.B.Pastore,Plantae,Cantinoa,mutabilis,7471562
Capsicum annuum,2932944,,Capsicum annuum L.,Plantae,Capsicum,annuum,2932944
Carapichea ipecacuanha,2921359,,Carapichea ipecacuanha (Brot.) L.Andersson,Plantae,Carapichea,ipecacuanha,2921359
Cardamine pinnata,3045639,3045634.0,Cardamine pinnata (Lam.) W.T.Aiton,Plantae,Cardamine,pinnata,3045634
Carica papaya,2874484,,Carica papaya L.,Plantae,Carica,papaya,2874484
Carum carvi,3034714,,Carum carvi L.,Plantae,Carum,carvi,3034714
Carum copticum,7741980,,"Carum copticum H.Karst., 1882",Plantae,Carum,copticum,7741980
Catha edulis,7979745,,Catha edulis Forssk.,Plantae,Catha,edulis,7979745
Catharanthus roseus,3169830,,Catharanthus roseus (L.) G.Don,Plantae,Catharanthus,roseus,3169830
Cedrus libani,5284682,,Cedrus libani A.Rich.,Plantae,Cedrus,libani,5284682
Centella asiatica,3034128,,Centella asiatica (L.) Urb.,Plantae,Centella,asiatica,3034128
Centranthus longiflorus ssp. longiflorus,7298973,,Centranthus longiflorus subsp. longiflorus,Plantae,Centranthus,longiflorus,7298973
Ceratophyllum demersum,2882398,,Ceratophyllum demersum L.,Plantae,Ceratophyllum,demersum,2882398
Cerbera dilatata,3169757,,Cerbera L.,Plantae,Cerbera,dilatata,3169757
Chaerophyllum azoricum,3642488,,Chaerophyllum azoricum Trel.,Plantae,Chaerophyllum,azoricum,3642488
Chamaecyparis lawsoniana,2683866,,Chamaecyparis lawsoniana (A.Murray bis) Parl.,Plantae,Chamaecyparis,lawsoniana,2683866
Chamaecyparis obtusa,2683849,,Chamaecyparis obtusa (Siebold & Zucc.) Endl.,Plantae,Chamaecyparis,obtusa,2683849
Chamaecyparis obtusa var. formosana,2683863,,Chamaecyparis obtusa var. formosana (Hayata) Hayata,Plantae,Chamaecyparis,obtusa,2683863
Chamaecyparis pisifera,2683880,,Chamaecyparis pisifera (Siebold & Zucc.) Endl.,Plantae,Chamaecyparis,pisifera,2683880
Chamomilla recutita,5391086,8370958.0,Chamomilla recutita (L.) Rauschert,Plantae,Chamomilla,recutita,8370958
Chenopodium ambrosioides,3064,,Amaranthaceae,Plantae,Chenopodium,ambrosioides,3064
Chiliadenus lopadusanus,3089854,,Chiliadenus lopadusanus Brullo,Plantae,Chiliadenus,lopadusanus,3089854
Chloranthus tianmushanensis,3750501,,Chloranthus tianmushanensis K.F.Wu,Plantae,Chloranthus,tianmushanensis,3750501
Chresta sphaerocephala,3142080,,Chresta sphaerocephala DC.,Plantae,Chresta,sphaerocephala,3142080
Chromolaena odorata,3087725,,Chromolaena odorata (L.) R.M.King & H.Rob.,Plantae,Chromolaena,odorata,3087725
Chromolaena pulchella,3087897,,Chromolaena pulchella (Kunth) R.M.King & H.Rob.,Plantae,Chromolaena,pulchella,3087897
Chrysanthemum indicum,3150814,,Chrysanthemum indicum L.,Plantae,Chrysanthemum,indicum,3150814
Chrysanthemum x morifolium,3150767,,Chrysanthemum × morifolium Ramat. ex Hemsl.,Plantae,Chrysanthemum,x,3150767
Chrysanthemum zawadskii,3150753,10906157.0,"Chrysanthemum zawadskii Herbich, 1831",Plantae,Chrysanthemum,zawadskii,10906157
Cinnamomum aromaticum,3033982,,Cinnamomum aromaticum Nees,Plantae,Cinnamomum,aromaticum,3033982
Cinnamomum camphora,3033991,,Cinnamomum camphora (L.) J.Presl,Plantae,Cinnamomum,camphora,3033991
Cinnamomum illicioides,4183219,,Cinnamomum illicioides A.Chev.,Plantae,Cinnamomum,illicioides,4183219
Cinnamomum sieboldii,8286659,,Cinnamomum sieboldii Meisn.,Plantae,Cinnamomum,sieboldii,8286659
Cinnamomum tenuifolium,7304447,4176844.0,Cinnamomum tenuifolium (Makino) Sugim.,Plantae,Cinnamomum,tenuifolium,4176844
Cinnamomum verum,3033987,,Cinnamomum verum J.Presl,Plantae,Cinnamomum,verum,3033987
Cistus albidus,7331435,,Cistus albidus L.,Plantae,Cistus,albidus,7331435
Cistus creticus,6438085,,Cistus creticus L.,Plantae,Cistus,creticus,6438085
Cistus ladanifer,6437976,,Cistus ladanifer L.,Plantae,Cistus,ladanifer,6437976
Cistus laurifolius,3596501,,Cistus laurifolius L.,Plantae,Cistus,laurifolius,3596501
Cistus monspeliensis,2874030,,Cistus monspeliensis L.,Plantae,Cistus,monspeliensis,2874030
Citrus,3190155,,Citrus L.,Plantae,Citrus,spp.,3190155
Citrus aurantifolia,3190164,,Citrus × aurantiifolia (Christm.) Swingle,Plantae,Citrus,aurantifolia,3190164
Citrus aurantium,8077391,,Citrus × aurantium L.,Plantae,Citrus,aurantium,8077391
Citrus hystrix,6433679,,Citrus hystrix DC.,Plantae,Citrus,hystrix,6433679
Citrus japonica,3831801,,Citrus japonica Thunb.,Plantae,Citrus,japonica,3831801
Citrus junos,3831766,,Citrus × junos Siebold ex Yu.Tanaka,Plantae,Citrus,junos,3831766
Citrus limon,7647136,,Citrus × limon (L.) Osbeck,Plantae,Citrus,limon,7647136
Citrus maxima,3190160,,Citrus maxima (Burm.) Merr.,Plantae,Citrus,maxima,3190160
Citrus medica,3190157,,Citrus medica L.,Plantae,Citrus,medica,3190157
Citrus reticulata,3190172,,Citrus reticulata Blanco,Plantae,Citrus,reticulata,3190172
Citrus trifoliata,3190129,,Citrus trifoliata L.,Plantae,Citrus,trifoliata,3190129
Clausena excavata,5834596,,Clausena excavata Burm.fil.,Plantae,Clausena,excavata,5834596
Cleistopholis patens,3153999,,Cleistopholis patens (Benth.) Engl. & Diels,Plantae,Cleistopholis,patens,3153999
Cleonia lusitanica,3895568,,Cleonia lusitanica (L.) L.,Plantae,Cleonia,lusitanica,3895568
Clinopodium album,9392339,,Clinopodium album (Waldst. & Kit.) Bräuchler & Govaerts,Plantae,Clinopodium,album,9392339
Clinopodium barbatum,9473735,,Clinopodium barbatum (P.H.Davis) Melnikov,Plantae,Clinopodium,barbatum,9473735
Clinopodium carolinianum,3887869,,Clinopodium carolinianum Mill.,Plantae,Clinopodium,carolinianum,3887869
Clinopodium congestum,3887703,,Clinopodium congestum (Boiss. & Hausskn.) Kuntze,Plantae,Clinopodium,congestum,3887703
Clinopodium grandiflorum,7437438,,Clinopodium grandiflorum (L.) Kuntze,Plantae,Clinopodium,grandiflorum,7437438
Clinopodium thymifolium,3885445,10793317.0,Clinopodium × thymifolium Kuntze,Plantae,Clinopodium,thymifolium,10793317
Cneorum pulverulentum,3709357,,Cneorum pulverulentum Vent.,Plantae,Cneorum,pulverulentum,3709357
Cnidium officinale,3638035,12256163.0,Cnidium officinale Makino,Plantae,Cnidium,officinale,12256163
Codonocarpus australis,3718320,3718334.0,Codonocarpus australis A.Cunn. ex Moq.,Plantae,Codonocarpus,australis,3718334
Coespeletia timotensis,3109144,3109147.0,Coespeletia timotensis (Cuatrec.) Cuatrec.,Plantae,Coespeletia,timotensis,3109147
Commiphora gurreh,3992899,,Commiphora gurreh Engl.,Plantae,Commiphora,gurreh,3992899
Conioselinum anthriscoides,8393328,,Conioselinum anthriscoides (H.Boissieu) Pimenov & Kljuykov,Plantae,Conioselinum,anthriscoides,8393328
Conyza newii,5398209,,Conyza newii Oliv. & Hiern,Plantae,Conyza,newii,5398209
Coriandrum sativum,3034871,,Coriandrum sativum L.,Plantae,Coriandrum,sativum,3034871
Coridothymus capitatus,3881726,5607804.0,Coridothymus capitatus (L.) Rchb.f.,Plantae,Coridothymus,capitatus,5607804
Cornulaca monacantha,3758905,,Cornulaca monacantha Delile,Plantae,Cornulaca,monacantha,3758905
Corydalis nakaii,5532069,7314820.0,Corydalis nakaii Ishidoya,Plantae,Corydalis,nakaii,7314820
Corydalis stricta,7314862,,Corydalis stricta Stephan ex DC.,Plantae,Corydalis,stricta,7314862
Corymbia citriodora,5418431,,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Plantae,Corymbia,citriodora,5418431
Corymbia maculata,5418386,,Corymbia maculata (Hook.) K.D.Hill & L.A.S.Johnson,Plantae,Corymbia,maculata,5418386
Couroupita guianensis,3082562,,Couroupita guianensis Aubl.,Plantae,Couroupita,guianensis,3082562
Crateva nurvala,3871453,3871487.0,Crateva nurvala Buch.-Ham.,Plantae,Crateva,nurvala,3871487
Crithmum maritimum,3632234,,Crithmum maritimum L.,Plantae,Crithmum,maritimum,3632234
Croton adenocalyx,3058234,,Croton adenocalyx Baill.,Plantae,Croton,adenocalyx,3058234
Croton eluteria,3058150,,Croton eluteria (L.) W.Wright,Plantae,Croton,eluteria,3058150
Croton jimenezii,3058571,,Croton jimenezii Standl. & Valerio,Plantae,Croton,jimenezii,3058571
Croton mucronifolius,3059751,,Croton mucronifolius Müll.Arg.,Plantae,Croton,mucronifolius,3059751
Croton sonderianus,3059926,,Croton sonderianus Müll.Arg.,Plantae,Croton,sonderianus,3059926
Croton stellulifer,5792355,,Croton stellulifer Hutch.,Plantae,Croton,stellulifer,5792355
Croton stelluliferus,3058539,,Croton stelluliferus Hutch.,Plantae,Croton,stelluliferus,3058539
Cryptocarya agathophylla,4178766,,Cryptocarya agathophylla van der Werff,Plantae,Cryptocarya,agathophylla,4178766
Cryptomeria japonica,5284237,,Cryptomeria japonica (Thunb. ex L.f.) D.Don,Plantae,Cryptomeria,japonica,5284237
Cuminum,3034774,,Cuminum Tourn. ex L.,Plantae,Cuminum,spp.,3034774
Cuminum cyminum,3034775,,Cuminum cyminum L.,Plantae,Cuminum,cyminum,3034775
Cunila fasciculata,5610968,,Cunila fasciculata Benth.,Plantae,Cunila,fasciculata,5610968
Cunila microcephala,5610946,,Cunila microcephala Benth.,Plantae,Cunila,microcephala,5610946
Cupressus macrocarpa,2684070,,Cupressus macrocarpa Hartw. ex Gordon,Plantae,Cupressus,macrocarpa,2684070
Cupressus sempervirens,2684030,,Cupressus sempervirens L.,Plantae,Cupressus,sempervirens,2684030
Curcuma amada,2757535,,Curcuma amada Roxb.,Plantae,Curcuma,amada,2757535
Curcuma kwangsiensis,2757538,,Curcuma kwangsiensis S.G.Lee & C.F.Liang,Plantae,Curcuma,kwangsiensis,2757538
Curcuma longa,2757624,,Curcuma longa L.,Plantae,Curcuma,longa,2757624
Curcuma phaeocaulis,2757534,,Curcuma phaeocaulis Valeton,Plantae,Curcuma,phaeocaulis,2757534
Curcuma pierreana,2757653,,Curcuma pierreana Gagnep.,Plantae,Curcuma,pierreana,2757653
Curcuma wenyujin,2757546,2757544.0,Curcuma wenyujin Y.H.Chen & C.Ling,Plantae,Curcuma,wenyujin,2757544
Curcuma zedoaria,2757545,,Curcuma zedoaria (Christm.) Roscoe,Plantae,Curcuma,zedoaria,2757545
Cymbopogon flexuosus,8571291,,Cymbopogon flexuosus (Nees ex Steud.) W.Watson,Plantae,Cymbopogon,flexuosus,8571291
Cymbopogon martinii,7421320,4138713.0,Cymbopogon martinii (Roxb.) J.F.Watson,Plantae,Cymbopogon,martinii,4138713
Dacrydium nausoriense,5286160,,Dacrydium nausoriense de Laub.,Plantae,Dacrydium,nausoriense,5286160
Dacrydium nidulum,5286169,,Dacrydium nidulum de Laub.,Plantae,Dacrydium,nidulum,5286169
Daucus carota,3034742,,Daucus carota L.,Plantae,Daucus,carota,3034742
Daucus glaber,6720,,Apiaceae,Plantae,Daucus,glaber,6720
Daucus littoralis,6027290,,Daucus littoralis Sm.,Plantae,Daucus,littoralis,6027290
Dendrosenecio kilimanjari,3118072,,Dendrosenecio kilimanjari (Mildbr.) E.B.Knox,Plantae,Dendrosenecio,kilimanjari,3118072
